Id,CO2 Emissions(g/km)
137319,225.89835
137320,205.58482
137321,158.4985
137322,206.24982
137323,273.30917
137324,216.3506
137325,186.39491
137326,268.0091
137327,231.60132
137328,162.77837
137329,213.4443
137330,256.29294
137331,203.9211
137332,190.39601
137333,302.12137
137334,144.75102
137335,186.02061
137336,309.221
137337,256.3907
137338,185.21823
137339,333.88022
137340,212.2395
137341,324.60678
137342,197.61847
137343,206.4704
137344,278.41046
137345,203.24686
137346,220.16125
137347,193.62192
137348,294.7324
137349,200.90276
137350,348.8363
137351,227.89043
137352,299.12717
137353,270.2206
137354,338.3013
137355,187.13022
137356,220.07918
137357,295.68887
137358,337.00372
137359,308.01593
137360,327.343
137361,240.13167
137362,221.99648
137363,202.32506
137364,287.48013
137365,209.10164
137366,209.48657
137367,253.67203
137368,264.73074
137369,199.45413
137370,210.00157
137371,314.8815
137372,194.33598
137373,217.08125
137374,307.51443
137375,182.65855
137376,271.18198
137377,261.75723
137378,182.67407
137379,326.34982
137380,229.24545
137381,395.62292
137382,424.13596
137383,269.50668
137384,334.4938
137385,290.23462
137386,258.0033
137387,473.84756
137388,317.23535
137389,213.78412
137390,198.96747
137391,258.41617
137392,359.77924
137393,205.17789
137394,233.22845
137395,313.39932
137396,194.55103
137397,291.63843
137398,296.64285
137399,225.72015
137400,133.6678
137401,250.82881
137402,203.46411
137403,231.71428
137404,193.55052
137405,321.91794
137406,240.27188
137407,304.6595
137408,221.69598
137409,212.03621
137410,330.93158
137411,184.09189
137412,180.05412
137413,222.34328
137414,197.47855
137415,218.03694
137416,412.4891
137417,228.27847
137418,276.59427
137419,270.66296
137420,230.33951
137421,259.99222
137422,183.22456
137423,207.72845
137424,170.44043
137425,200.24187
137426,185.26337
137427,194.85727
137428,326.8933
137429,186.20155
137430,460.39032
137431,250.8342
137432,238.74286
137433,290.0396
137434,222.07742
137435,241.53947
137436,174.4577
137437,213.58737
137438,287.83002
137439,270.79474
137440,301.23837
137441,184.50702
137442,272.72083
137443,426.61673
137444,192.99068
137445,227.08795
137446,193.19203
137447,279.82397
137448,180.27477
137449,273.4813
137450,366.26514
137451,300.9582
137452,310.95157
137453,322.7905
137454,235.9361
137455,299.07428
137456,295.11642
137457,208.58197
137458,214.53352
137459,171.0968
137460,200.1217
137461,186.40065
137462,270.5781
137463,218.98355
137464,274.2012
137465,379.32394
137466,204.37332
137467,206.46124
137468,149.61568
137469,224.55476
137470,175.37267
137471,221.85036
137472,336.19427
137473,241.0031
137474,125.33631
137475,309.558
137476,179.4169
137477,232.65697
137478,221.33015
137479,274.6398
137480,285.34033
137481,201.91595
137482,275.06256
137483,179.31378
137484,349.38898
137485,265.87436
137486,166.44011
137487,232.83415
137488,180.17365
137489,329.1492
137490,274.3847
137491,204.83347
137492,289.9017
137493,216.24815
137494,273.9952
137495,376.72928
137496,321.10394
137497,405.94116
137498,285.42874
137499,223.79855
137500,516.23
137501,208.7467
137502,222.79012
137503,329.41235
137504,191.95111
137505,217.85957
137506,181.8781
137507,299.21118
137508,268.09973
137509,322.02832
137510,160.54599
137511,339.47928
137512,188.16739
137513,215.94443
137514,260.51935
137515,289.14398
137516,208.61917
137517,208.05942
137518,243.49408
137519,276.49936
137520,222.90471
137521,200.37613
137522,238.89932
137523,211.25986
137524,203.16693
137525,301.55063
137526,277.35632
137527,212.0301
137528,198.28488
137529,256.82816
137530,495.90964
137531,190.34302
137532,249.12288
137533,161.50021
137534,218.66702
137535,339.59238
137536,208.77971
137537,264.99295
137538,368.16174
137539,182.05107
137540,352.65024
137541,173.21402
137542,215.89243
137543,228.30421
137544,170.2767
137545,211.67769
137546,246.25662
137547,306.9859
137548,216.6657
137549,228.22112
137550,198.35918
137551,275.90762
137552,287.2448
137553,431.61584
137554,292.0414
137555,171.30844
137556,243.44107
137557,233.25035
137558,267.74454
137559,202.55363
137560,468.47046
137561,200.47906
137562,220.4606
137563,208.69794
137564,228.63727
137565,478.10272
137566,216.29446
137567,163.14691
137568,322.32166
137569,235.96776
137570,284.10742
137571,191.49806
137572,276.49518
137573,334.90744
137574,212.5008
137575,207.26938
137576,198.51459
137577,300.5456
137578,168.24521
137579,215.8743
137580,213.04953
137581,396.34018
137582,219.03975
137583,186.23637
137584,312.07486
137585,165.47255
137586,400.79724
137587,154.9405
137588,181.22202
137589,215.79681
137590,292.10028
137591,170.63428
137592,217.64578
137593,265.33237
137594,297.5635
137595,238.55057
137596,179.56386
137597,247.50604
137598,259.14456
137599,355.5328
137600,223.05841
137601,357.64362
137602,260.44925
137603,232.29277
137604,182.85492
137605,162.9667
137606,294.52554
137607,209.2489
137608,233.02202
137609,300.2902
137610,304.18423
137611,174.35233
137612,244.56903
137613,183.24187
137614,258.1687
137615,276.43924
137616,303.12073
137617,137.74942
137618,287.75693
137619,307.15707
137620,308.38684
137621,270.0408
137622,215.11545
137623,199.72536
137624,200.59178
137625,214.60022
137626,177.36328
137627,243.393
137628,157.51538
137629,248.30145
137630,224.35703
137631,211.54897
137632,175.9472
137633,204.04016
137634,224.02452
137635,209.03781
137636,191.1597
137637,229.5917
137638,305.8151
137639,219.4825
137640,182.26566
137641,162.65213
137642,161.56528
137643,344.49466
137644,185.44664
137645,442.23587
137646,299.3925
137647,228.03899
137648,268.32837
137649,211.8314
137650,319.60974
137651,188.27995
137652,282.26175
137653,273.18344
137654,175.22581
137655,325.5731
137656,229.73134
137657,260.16864
137658,296.47293
137659,174.01685
137660,210.71797
137661,358.98553
137662,368.57425
137663,323.493
137664,347.32617
137665,303.74405
137666,194.36758
137667,342.1022
137668,269.04785
137669,195.73836
137670,295.60928
137671,226.56647
137672,280.24838
137673,415.2269
137674,286.09183
137675,180.57622
137676,236.58493
137677,155.51088
137678,255.90105
137679,387.59946
137680,180.90431
137681,252.92169
137682,214.51906
137683,200.89105
137684,141.28023
137685,405.70935
137686,265.76746
137687,360.2768
137688,171.92484
137689,281.21835
137690,162.04279
137691,209.4852
137692,214.44432
137693,192.18073
137694,338.95056
137695,299.21277
137696,291.97275
137697,390.05823
137698,189.91122
137699,364.47324
137700,299.91312
137701,268.7723
137702,269.75595
137703,182.09375
137704,179.37778
137705,322.43393
137706,286.76273
137707,182.22307
137708,200.97772
137709,211.14502
137710,311.5872
137711,356.9202
137712,191.08261
137713,193.04117
137714,368.58112
137715,315.0677
137716,214.84776
137717,195.06248
137718,164.69646
137719,154.61852
137720,206.01172
137721,359.5357
137722,216.79402
137723,251.61511
137724,254.47403
137725,261.26807
137726,344.11737
137727,172.55148
137728,311.5856
137729,276.0081
137730,282.80295
137731,164.15102
137732,310.50278
137733,210.97629
137734,173.6438
137735,223.49023
137736,269.23114
137737,222.10385
137738,312.3571
137739,297.99136
137740,175.71709
137741,239.89832
137742,191.92395
137743,395.56696
137744,236.96468
137745,174.02084
137746,285.7695
137747,185.39665
137748,245.8599
137749,272.0722
137750,305.64417
137751,257.15253
137752,270.9466
137753,213.4068
137754,224.14482
137755,222.46066
137756,223.7084
137757,423.9875
137758,210.32259
137759,187.84851
137760,228.15935
137761,271.35715
137762,287.55194
137763,305.07593
137764,228.04616
137765,169.49356
137766,219.11754
137767,168.95035
137768,187.60217
137769,233.88847
137770,277.57715
137771,338.41565
137772,221.6749
137773,183.65842
137774,281.04077
137775,221.88551
137776,190.50116
137777,190.86986
137778,194.21683
137779,265.68146
137780,189.90424
137781,178.28482
137782,215.0958
137783,293.5394
137784,195.0156
137785,201.6958
137786,246.44337
137787,247.6911
137788,183.22395
137789,227.65105
137790,211.51758
137791,251.9953
137792,299.55197
137793,308.91257
137794,220.38495
137795,313.86935
137796,252.27612
137797,316.15063
137798,251.31567
137799,236.41682
137800,214.7535
137801,352.80774
137802,217.31381
137803,158.31357
137804,306.00104
137805,209.98822
137806,134.85188
137807,491.51028
137808,227.73279
137809,354.41556
137810,373.6765
137811,184.05801
137812,353.6228
137813,219.83357
137814,258.61417
137815,217.61783
137816,213.6303
137817,194.87253
137818,160.59329
137819,234.49274
137820,179.07512
137821,350.32095
137822,188.80977
137823,296.27304
137824,193.51257
137825,262.0818
137826,303.1837
137827,256.2309
137828,217.18886
137829,243.5228
137830,228.65427
137831,220.58023
137832,306.7567
137833,250.91937
137834,258.3262
137835,205.98502
137836,164.5808
137837,216.13188
137838,210.9609
137839,404.3272
137840,490.61295
137841,223.34598
137842,152.83568
137843,258.92807
137844,213.38565
137845,224.41032
137846,233.40312
137847,238.49171
137848,189.55609
137849,148.75389
137850,280.94666
137851,252.54358
137852,166.62675
137853,223.00264
137854,223.65959
137855,333.59164
137856,426.23376
137857,170.0723
137858,169.59451
137859,304.18283
137860,159.56682
137861,307.80484
137862,198.44203
137863,358.3548
137864,245.82602
137865,320.24927
137866,200.08221
137867,331.50543
137868,201.3885
137869,191.8436
137870,221.96346
137871,272.30878
137872,288.9716
137873,320.4608
137874,203.43336
137875,171.03986
137876,303.16473
137877,187.67072
137878,336.32214
137879,361.6516
137880,191.00134
137881,161.79617
137882,330.66107
137883,222.25375
137884,196.04712
137885,278.66922
137886,272.09964
137887,218.01317
137888,185.84866
137889,170.6323
137890,149.88933
137891,313.26025
137892,259.48553
137893,216.63774
137894,374.51562
137895,161.2107
137896,189.20938
137897,312.29825
137898,242.18996
137899,235.11179
137900,173.33467
137901,291.99518
137902,425.57864
137903,280.7287
137904,334.20615
137905,274.61893
137906,277.83365
137907,225.17973
137908,184.58496
137909,214.12361
137910,161.5697
137911,220.98291
137912,167.19908
137913,269.69452
137914,263.79996
137915,269.83438
137916,220.30914
137917,218.00513
137918,276.10934
137919,312.7592
137920,203.55685
137921,202.87965
137922,265.72958
137923,286.28668
137924,284.22485
137925,202.74109
137926,181.86163
137927,178.28482
137928,311.60233
137929,178.55093
137930,242.01236
137931,321.59143
137932,334.9338
137933,161.71358
137934,276.7608
137935,221.15903
137936,148.41212
137937,259.26956
137938,254.14749
137939,294.34283
137940,237.21964
137941,141.5501
137942,281.89117
137943,162.26352
137944,269.35934
137945,451.32816
137946,187.09297
137947,157.21248
137948,275.54276
137949,323.66492
137950,306.51556
137951,201.94911
137952,177.93443
137953,253.51295
137954,223.8765
137955,246.29129
137956,192.97633
137957,255.60933
137958,265.06192
137959,239.6135
137960,164.52313
137961,291.2593
137962,207.41083
137963,220.59328
137964,209.77612
137965,171.26329
137966,262.6168
137967,245.36682
137968,311.79486
137969,266.41724
137970,369.0243
137971,174.8487
137972,207.65895
137973,225.15462
137974,255.2132
137975,231.66582
137976,216.10718
137977,148.62769
137978,268.45572
137979,251.7582
137980,275.14835
137981,409.712
137982,161.76282
137983,424.96152
137984,438.12833
137985,225.8759
137986,242.367
137987,273.5519
137988,193.32988
137989,213.79602
137990,245.46213
137991,237.85995
137992,218.21742
137993,319.13428
137994,339.26953
137995,207.64905
137996,149.84749
137997,219.63834
137998,233.14369
137999,191.57043
138000,269.95087
138001,206.48828
138002,296.17572
138003,190.0842
138004,155.824
138005,232.09175
138006,291.47302
138007,203.2237
138008,231.66833
138009,256.64117
138010,269.79837
138011,168.18939
138012,158.91093
138013,270.63034
138014,191.1587
138015,264.06458
138016,280.90454
138017,208.5262
138018,171.70169
138019,188.7531
138020,398.03293
138021,279.29477
138022,305.45645
138023,216.00745
138024,261.19583
138025,194.2532
138026,262.57397
138027,215.60973
138028,346.9312
138029,252.10025
138030,168.31523
138031,196.06439
138032,324.17563
138033,465.4776
138034,280.2135
138035,167.3423
138036,314.37622
138037,170.53845
138038,348.12183
138039,218.67322
138040,209.91191
138041,218.94467
138042,298.83282
138043,231.81909
138044,295.92398
138045,231.24779
138046,232.10687
138047,318.9288
138048,199.33318
138049,179.06386
138050,205.08722
138051,224.61317
138052,214.49695
138053,221.43365
138054,162.44324
138055,367.1942
138056,403.49817
138057,314.71457
138058,457.2602
138059,209.90828
138060,243.03967
138061,193.01929
138062,165.90565
138063,287.2081
138064,326.98795
138065,417.61652
138066,214.21632
138067,201.02147
138068,485.69122
138069,222.66782
138070,173.95963
138071,182.15411
138072,248.61299
138073,135.03154
138074,377.9709
138075,214.61526
138076,194.13585
138077,245.48422
138078,301.1129
138079,302.80627
138080,267.25424
138081,173.71222
138082,181.97096
138083,211.05289
138084,325.3243
138085,315.88712
138086,247.0629
138087,368.09607
138088,303.5108
138089,280.77338
138090,294.8018
138091,320.40628
138092,166.8271
138093,295.3282
138094,193.70004
138095,155.03091
138096,257.4614
138097,354.8679
138098,216.825
138099,174.81851
138100,305.8814
138101,163.28595
138102,340.05377
138103,286.31116
138104,197.81982
138105,256.71347
138106,200.00789
138107,187.6665
138108,184.9972
138109,173.76942
138110,178.19629
138111,306.57922
138112,285.4785
138113,280.03198
138114,330.45663
138115,258.99857
138116,210.03902
138117,269.49652
138118,254.99142
138119,176.6113
138120,296.67886
138121,162.66621
138122,241.83617
138123,226.0194
138124,252.13274
138125,168.95142
138126,213.38608
138127,213.44772
138128,201.85254
138129,185.30072
138130,216.15906
138131,238.62215
138132,275.1237
138133,282.90173
138134,159.37544
138135,374.20596
138136,236.92699
138137,199.77582
138138,229.70586
138139,261.17148
138140,213.28635
138141,241.60165
138142,294.25604
138143,165.99599
138144,442.06674
138145,193.64166
138146,197.66711
138147,201.86368
138148,248.56664
138149,227.45418
138150,191.40297
138151,268.29898
138152,183.37424
138153,278.1872
138154,264.25323
138155,412.16385
138156,299.75388
138157,251.06216
138158,215.95578
138159,229.60168
138160,230.36694
138161,289.14105
138162,221.30327
138163,247.86072
138164,230.88309
138165,202.67935
138166,193.65286
138167,390.92313
138168,269.73608
138169,220.88274
138170,292.45544
138171,227.13612
138172,336.89856
138173,260.59033
138174,223.51753
138175,211.13412
138176,281.80835
138177,243.0206
138178,267.92014
138179,265.3413
138180,322.23697
138181,312.88406
138182,187.57573
138183,290.55737
138184,301.66913
138185,209.51767
138186,358.4051
138187,228.2684
138188,203.47264
138189,236.96262
138190,218.23831
138191,257.54007
138192,296.66754
138193,223.90674
138194,223.58138
138195,373.0192
138196,292.3272
138197,269.10007
138198,204.16408
138199,288.50278
138200,166.3753
138201,199.48334
138202,235.32596
138203,267.24072
138204,224.44052
138205,162.74194
138206,305.28903
138207,246.29129
138208,231.813
138209,174.69626
138210,287.9425
138211,291.0891
138212,290.7942
138213,219.79915
138214,231.64034
138215,233.98123
138216,233.08832
138217,264.32748
138218,262.94507
138219,285.5052
138220,328.43704
138221,150.29794
138222,286.15366
138223,169.98964
138224,281.533
138225,247.9975
138226,269.24826
138227,253.38416
138228,348.8181
138229,253.54399
138230,227.20975
138231,235.72514
138232,291.12027
138233,222.21907
138234,223.66858
138235,214.61789
138236,251.91255
138237,448.023
138238,287.15125
138239,386.4861
138240,186.30177
138241,201.15585
138242,237.68788
138243,197.45908
138244,229.8818
138245,265.8506
138246,228.73697
138247,294.0893
138248,125.88662
138249,222.2508
138250,296.7408
138251,173.67053
138252,177.0772
138253,172.4697
138254,225.26639
138255,271.7461
138256,304.41202
138257,189.5491
138258,209.48918
138259,144.48296
138260,178.1376
138261,184.92525
138262,213.11032
138263,184.68909
138264,283.0219
138265,258.26102
138266,152.302
138267,273.31934
138268,260.7922
138269,200.66122
138270,222.00557
138271,162.82108
138272,272.3886
138273,204.40117
138274,291.82312
138275,217.6578
138276,186.14322
138277,265.54803
138278,210.05714
138279,201.06616
138280,378.5847
138281,201.84433
138282,281.27963
138283,212.92934
138284,355.15765
138285,306.5628
138286,215.51852
138287,199.91405
138288,218.88026
138289,187.26495
138290,169.13638
138291,354.0009
138292,186.32315
138293,231.57974
138294,257.58972
138295,223.18921
138296,192.49684
138297,278.231
138298,176.20041
138299,216.01317
138300,225.85985
138301,234.85573
138302,219.48718
138303,298.60376
138304,145.20497
138305,248.72635
138306,317.51596
138307,212.45816
138308,256.2175
138309,207.06615
138310,303.62164
138311,240.45644
138312,199.09576
138313,304.00937
138314,316.77945
138315,314.1834
138316,188.45541
138317,370.66968
138318,233.68544
138319,181.538
138320,351.30835
138321,283.6669
138322,207.4921
138323,257.32928
138324,238.709
138325,254.24985
138326,215.80351
138327,215.70009
138328,245.37079
138329,205.98343
138330,385.71356
138331,355.2924
138332,260.97247
138333,222.67426
138334,290.89655
138335,298.68527
138336,198.02502
138337,225.83472
138338,217.61055
138339,389.91937
138340,163.58444
138341,155.87598
138342,164.96263
138343,252.65312
138344,281.27103
138345,245.60376
138346,218.74428
138347,337.9031
138348,249.56607
138349,227.67712
138350,290.68762
138351,194.55646
138352,182.4722
138353,200.25371
138354,239.966
138355,225.02367
138356,235.18971
138357,299.41248
138358,214.26794
138359,227.42668
138360,340.97415
138361,334.82568
138362,233.86526
138363,201.43263
138364,331.86322
138365,224.37723
138366,372.80942
138367,520.1456
138368,245.29837
138369,220.23772
138370,299.05563
138371,242.26526
138372,207.30974
138373,300.45468
138374,260.7398
138375,322.12613
138376,355.803
138377,385.68927
138378,228.77226
138379,349.99222
138380,181.40295
138381,358.03656
138382,219.99678
138383,313.53952
138384,225.94159
138385,257.16974
138386,287.10858
138387,233.70703
138388,225.10428
138389,358.335
138390,223.60268
138391,235.33351
138392,247.99988
138393,229.07213
138394,217.36623
138395,219.23631
138396,388.622
138397,215.4302
138398,179.45563
138399,281.64862
138400,239.85907
138401,238.47562
138402,169.67511
138403,209.93756
138404,222.51588
138405,269.23328
138406,226.6146
138407,312.6182
138408,338.18793
138409,153.5513
138410,459.0246
138411,242.78745
138412,221.66493
138413,196.79706
138414,273.86993
138415,187.4924
138416,216.91467
138417,232.34122
138418,268.17853
138419,277.8009
138420,177.97784
138421,160.2544
138422,300.14337
138423,289.8851
138424,281.6503
138425,162.80238
138426,296.06216
138427,251.00578
138428,401.65726
138429,195.01364
138430,240.62585
138431,368.68088
138432,283.9559
138433,213.59126
138434,304.36572
138435,257.0906
138436,315.76926
138437,336.46317
138438,177.77267
138439,165.6979
138440,228.1037
138441,185.55176
138442,267.27032
138443,182.55202
138444,282.82874
138445,191.52295
138446,159.97684
138447,295.67847
138448,212.63338
138449,209.04755
138450,252.61111
138451,448.5956
138452,342.98663
138453,332.94586
138454,188.9334
138455,251.94159
138456,235.8235
138457,230.07178
138458,224.5581
138459,485.18805
138460,163.4201
138461,189.84402
138462,339.39102
138463,222.22902
138464,303.49417
138465,247.16136
138466,222.46075
138467,192.91536
138468,318.2448
138469,158.91939
138470,179.06209
138471,183.99501
138472,247.18976
138473,185.82271
138474,223.1441
138475,213.05861
138476,382.52783
138477,232.99716
138478,300.46545
138479,259.47333
138480,316.65582
138481,171.59961
138482,279.28317
138483,202.82152
138484,171.50488
138485,218.98666
138486,289.47034
138487,260.47592
138488,246.27374
138489,195.26614
138490,180.82889
138491,300.33115
138492,273.29993
138493,296.04364
138494,206.0831
138495,302.96274
138496,331.94855
138497,236.70067
138498,222.75671
138499,247.63573
138500,224.12086
138501,171.2905
138502,281.6231
138503,250.43626
138504,259.34882
138505,243.26254
138506,245.87726
138507,270.63177
138508,235.05049
138509,271.21594
138510,272.058
138511,277.5885
138512,259.95404
138513,168.3223
138514,195.58133
138515,198.31462
138516,233.89859
138517,292.994
138518,210.41762
138519,154.46515
138520,328.8701
138521,273.40005
138522,338.95435
138523,248.18571
138524,486.12088
138525,193.81216
138526,275.71957
138527,303.56396
138528,337.44913
138529,262.40292
138530,397.4389
138531,168.79784
138532,223.55028
138533,172.55191
138534,333.55283
138535,307.23065
138536,185.88327
138537,191.87723
138538,159.02531
138539,189.29495
138540,225.8246
138541,233.27782
138542,210.46046
138543,215.23262
138544,239.10876
138545,494.89343
138546,244.69585
138547,230.4357
138548,213.29855
138549,245.10466
138550,222.6069
138551,300.7796
138552,255.65886
138553,172.27551
138554,398.1363
138555,293.53833
138556,195.28056
138557,301.55786
138558,268.5186
138559,336.24176
138560,198.56642
138561,219.92702
138562,266.89313
138563,201.61372
138564,260.88202
138565,254.80855
138566,179.04265
138567,285.85114
138568,406.99976
138569,150.79523
138570,228.69075
138571,212.37479
138572,255.16707
138573,221.08443
138574,172.3424
138575,352.4964
138576,423.1511
138577,438.27423
138578,218.57347
138579,221.29692
138580,279.61066
138581,198.52219
138582,260.89212
138583,203.17758
138584,410.19424
138585,290.7724
138586,216.06104
138587,300.88885
138588,292.92722
138589,170.29605
138590,258.52676
138591,219.94942
138592,228.36836
138593,319.40588
138594,245.39784
138595,311.53308
138596,288.21872
138597,214.06325
138598,282.84583
138599,304.1889
138600,324.18274
138601,198.01974
138602,221.51295
138603,171.26443
138604,209.9583
138605,212.94226
138606,149.5038
138607,262.96228
138608,249.48708
138609,291.72626
138610,300.8106
138611,284.13626
138612,198.19138
138613,263.23315
138614,228.6735
138615,242.34113
138616,186.02147
138617,256.12854
138618,286.40976
138619,282.25388
138620,211.87376
138621,286.83472
138622,190.54018
138623,206.35966
138624,287.904
138625,212.47067
138626,221.38788
138627,265.6649
138628,223.48001
138629,304.4436
138630,198.47726
138631,245.23367
138632,171.72562
138633,280.44702
138634,230.07784
138635,280.67624
138636,282.62088
138637,191.10724
138638,247.61592
138639,362.4583
138640,212.24693
138641,135.53587
138642,440.95224
138643,163.28915
138644,300.4047
138645,261.21243
138646,187.9989
138647,233.88014
138648,274.22308
138649,276.99152
138650,288.26715
138651,257.1384
138652,249.16472
138653,223.04282
138654,329.43872
138655,295.5799
138656,184.21037
138657,251.51706
138658,260.1615
138659,215.76218
138660,198.9924
138661,200.01797
138662,204.51346
138663,443.6136
138664,181.97813
138665,239.5846
138666,309.37656
138667,249.66588
138668,190.7763
138669,207.8005
138670,221.92642
138671,252.64154
138672,514.7119
138673,256.71213
138674,296.46188
138675,246.93094
138676,334.01904
138677,218.76428
138678,318.0444
138679,220.5329
138680,264.33466
138681,300.49277
138682,210.68141
138683,209.29152
138684,235.87103
138685,348.42157
138686,179.0313
138687,227.47206
138688,193.25499
138689,138.56252
138690,267.5121
138691,216.62527
138692,330.42758
138693,385.72556
138694,186.46066
138695,267.77115
138696,158.98131
138697,253.50928
138698,199.03583
138699,190.845
138700,231.92245
138701,282.98093
138702,159.2023
138703,226.53575
138704,141.71603
138705,284.2771
138706,374.69583
138707,211.80643
138708,245.21936
138709,198.28622
138710,232.34679
138711,166.53442
138712,295.83926
138713,411.7433
138714,218.64563
138715,321.26807
138716,200.54863
138717,181.60112
138718,190.82027
138719,200.3555
138720,217.90694
138721,282.29718
138722,271.4224
138723,147.45988
138724,198.49753
138725,183.56621
138726,256.6891
138727,319.72815
138728,223.40004
138729,320.03384
138730,324.89807
138731,269.63342
138732,250.32118
138733,256.258
138734,403.04224
138735,265.47238
138736,276.99585
138737,337.27182
138738,246.43507
138739,176.59694
138740,183.95654
138741,199.13762
138742,290.57318
138743,193.78653
138744,247.8506
138745,221.95062
138746,269.23416
138747,179.77695
138748,210.79657
138749,241.77882
138750,310.87122
138751,397.1354
138752,251.3721
138753,179.00131
138754,260.8044
138755,179.81668
138756,222.93382
138757,148.2865
138758,248.71796
138759,168.4748
138760,240.94913
138761,442.35657
138762,233.23976
138763,247.06891
138764,206.05798
138765,316.13776
138766,148.54237
138767,152.20796
138768,256.6586
138769,253.06435
138770,308.6497
138771,166.54004
138772,339.07602
138773,224.27971
138774,251.95264
138775,272.44382
138776,216.44218
138777,220.03615
138778,279.45584
138779,180.32706
138780,290.49707
138781,140.5866
138782,196.77075
138783,217.11746
138784,198.01974
138785,167.31387
138786,269.4437
138787,202.2402
138788,310.78946
138789,411.84558
138790,217.03094
138791,334.5078
138792,202.01723
138793,204.8941
138794,172.44412
138795,234.38931
138796,272.10638
138797,263.04468
138798,179.07153
138799,225.70802
138800,279.21637
138801,297.133
138802,249.07916
138803,226.66359
138804,257.53662
138805,323.68213
138806,299.66748
138807,270.64923
138808,263.617
138809,191.31737
138810,254.64708
138811,173.65181
138812,334.96216
138813,315.9807
138814,203.50278
138815,285.24872
138816,234.31735
138817,274.79645
138818,321.9214
138819,160.5394
138820,193.24088
138821,335.24054
138822,310.5216
138823,360.50775
138824,208.74739
138825,239.35078
138826,232.60925
138827,215.00288
138828,356.6601
138829,280.1639
138830,288.53494
138831,192.36809
138832,257.7229
138833,191.91592
138834,175.83087
138835,254.06543
138836,227.59683
138837,230.56833
138838,263.71317
138839,216.54033
138840,281.42865
138841,258.57913
138842,301.03976
138843,228.57901
138844,250.63766
138845,176.73047
138846,214.17432
138847,312.60992
138848,303.0273
138849,220.68044
138850,340.81464
138851,194.06116
138852,150.24628
138853,293.85718
138854,210.49013
138855,390.16425
138856,234.2649
138857,415.89114
138858,209.37938
138859,177.90196
138860,212.11737
138861,316.75256
138862,287.79742
138863,275.21606
138864,265.3632
138865,165.42638
138866,350.6255
138867,176.63095
138868,217.70592
138869,240.57982
138870,260.0275
138871,291.12497
138872,275.46533
138873,169.8497
138874,179.97153
138875,146.5758
138876,248.12836
138877,172.72705
138878,234.16234
138879,342.4443
138880,144.73122
138881,285.3559
138882,160.72624
138883,336.1763
138884,220.36404
138885,356.8364
138886,353.60745
138887,213.23206
138888,333.19373
138889,172.99667
138890,256.81473
