Id,CO2 Emissions(g/km)
138555,305.20078
138556,207.35828
138557,246.97168
138558,242.67436
138559,267.85974
138560,220.71466
138561,239.02502
138562,295.97195
138563,213.62947
138564,269.7668
138565,196.00952
138566,171.1125
138567,286.54193
138568,319.5809
138569,156.30435
138570,229.47963
138571,218.83476
138572,278.66513
138573,223.56952
138574,180.28574
138575,318.08112
138576,326.9253
138577,404.17142
138578,237.56615
138579,233.53178
138580,281.1784
138581,188.19884
138582,269.28293
138583,197.17836
138584,386.9852
138585,271.4754
138586,224.09364
138587,295.7213
138588,265.03818
138589,159.8161
138590,253.15154
138591,234.55362
138592,229.86525
138593,262.8511
138594,253.63182
138595,335.54037
138596,309.17792
138597,234.55362
138598,335.9634
138599,228.73431
138600,326.9253
138601,213.33093
138602,218.62605
138603,165.70653
138604,243.335
138605,222.7185
138606,168.69958
138607,254.10693
138608,218.0683
138609,267.37912
138610,299.65234
138611,302.87225
138612,208.15689
138613,267.47556
138614,244.17204
138615,200.94
138616,171.1125
138617,306.30994
138618,280.35913
138619,215.62108
138620,234.32234
138621,291.77933
138622,188.12103
138623,234.84004
138624,304.57175
138625,227.6309
138626,219.52737
138627,272.16574
138628,233.53178
138629,334.20047
138630,211.87347
138631,246.47696
138632,166.88618
138633,265.31342
138634,239.81667
138635,265.31342
138636,302.5992
138637,192.67638
138638,248.87146
138639,347.97528
138640,215.8875
138641,157.10388
138642,389.39493
138643,175.85391
138644,301.43286
138645,233.53178
138646,189.43034
138647,241.08406
138648,280.5454
138649,295.61465
138650,240.30873
138651,284.24536
138652,268.40152
138653,226.00499
138654,298.62457
138655,292.7635
138656,254.33997
138657,259.91772
138658,331.74298
138659,232.07315
138660,211.63509
138661,197.17836
138662,208.31596
138663,389.25293
138664,207.06271
138665,239.44135
138666,305.0509
138667,172.42923
138668,190.05313
138669,214.80193
138670,218.136
138671,265.80017
138672,390.54486
138673,309.6769
138674,276.11847
138675,245.57248
138676,311.82278
138677,179.82376
138678,281.78992
138679,233.53178
138680,273.6208
138681,295.7213
138682,210.1196
138683,210.70374
138684,246.81982
138685,303.57635
138686,163.7145
138687,246.30768
138688,197.89285
138689,157.10388
138690,297.89532
138691,215.99055
138692,308.6555
138693,388.76505
138694,204.6173
138695,251.48363
138696,172.68805
138697,232.07315
138698,201.83723
138699,179.1788
138700,240.1819
138701,271.11652
138702,159.76245
138703,242.7784
138704,158.28006
138705,291.4911
138706,389.25293
138707,216.3368
138708,269.28293
138709,211.0817
138710,234.50546
138711,160.36755
138712,330.0461
138713,385.29196
138714,220.68315
138715,312.30917
138716,213.33093
138717,174.40982
138718,226.66896
138719,214.07393
138720,231.37163
138721,259.47806
138722,276.12952
138723,160.83774
138724,197.17836
138725,164.36215
138726,273.63916
138727,281.60168
138728,223.56277
138729,266.71124
138730,291.45944
138731,279.64648
138732,265.15726
138733,266.71124
138734,317.90878
138735,279.3304
138736,237.68463
138737,382.90976
138738,229.665
138739,207.06271
138740,211.87006
138741,213.59058
138742,302.91888
138743,216.37035
138744,253.88219
138745,233.53178
138746,282.6055
138747,154.57979
138748,190.6224
138749,256.82224
138750,342.84766
138751,335.90933
138752,255.1734
138753,193.60928
138754,277.55826
138755,193.07436
138756,222.69356
138757,160.36755
138758,253.3738
138759,172.9566
138760,251.1212
138761,382.41467
138762,240.43112
138763,225.22626
138764,245.20374
138765,310.6201
138766,170.1914
138767,161.73328
138768,240.06564
138769,255.72897
138770,324.96823
138771,154.27263
138772,330.03793
138773,246.12003
138774,251.9606
138775,267.37912
138776,219.54863
138777,219.86266
138778,245.2417
138779,190.76047
138780,188.96277
138781,157.51929
138782,213.59058
138783,234.55362
138784,213.33093
138785,169.6581
138786,270.70697
138787,211.70201
138788,266.78427
138789,372.9773
138790,232.07315
138791,326.9253
138792,210.66055
138793,271.01358
138794,170.36505
138795,226.11815
138796,281.9143
138797,254.12302
138798,171.42197
138799,242.36772
138800,274.8597
138801,278.51828
138802,251.9606
138803,242.7784
138804,251.8286
138805,291.45944
138806,300.15125
138807,285.538
138808,269.7668
138809,213.7057
138810,218.02666
138811,161.16063
138812,298.79977
138813,300.15125
138814,213.6882
138815,271.48495
138816,238.18619
138817,253.88219
138818,273.63916
138819,156.30435
138820,204.45067
138821,316.40076
138822,305.0509
138823,367.87503
138824,241.01602
138825,253.88219
138826,231.60158
138827,229.13022
138828,307.95233
138829,296.5409
138830,276.28885
138831,200.83405
138832,234.13022
138833,203.02422
138834,169.6581
138835,269.28293
138836,238.34045
138837,243.33475
138838,280.35913
138839,227.76906
138840,273.63916
138841,239.64326
138842,234.55362
138843,224.69556
138844,255.36949
138845,194.79572
138846,224.31111
138847,310.4936
138848,341.52762
138849,233.53178
138850,310.6201
138851,201.90628
138852,161.45613
138853,298.73737
138854,188.28723
138855,335.90933
138856,248.45468
138857,393.1382
138858,215.1709
138859,175.707
138860,172.42923
138861,274.17548
138862,266.72305
138863,306.49603
138864,222.01424
138865,159.73947
138866,326.9253
138867,172.26105
138868,230.83409
138869,249.04526
138870,276.79147
138871,318.08032
138872,308.25064
138873,162.31966
138874,177.97462
138875,157.85075
138876,251.9606
138877,188.19884
138878,253.82835
138879,357.2382
138880,160.36755
138881,280.5454
138882,160.34523
138883,324.3109
138884,225.22626
138885,304.34866
138886,326.24515
138887,216.3368
138888,312.1724
138889,162.86559
138890,301.92914
